User ID,Platform,Username,followers_normalized,following_normalized,likes_normalized,comments_normalized,engagement_normalized,account_age_normalized,is_verified,activity_normalized,hashtag_score,media_type_score,privacy_setting_score,has_contact_info,is_specific_location,has_sensitive_keywords,follower_following_ratio_normalized,comments_per_post_normalized,has_email_in_bio,has_phone_in_bio,bio_sentiment_score,post_text_sentiment_score,sensitive_keyword_density_bio_normalized,sensitive_keyword_density_post_normalized,post_text_length_normalized,days_since_post_normalized,avg_time_between_posts_days_normalized,shares_to_likes_ratio_normalized,num_mentions_in_posts_normalized
957,Instagram,elliottjose,0.21615408812640644,0.11126373626373626,0.2525515743756786,0.2704402515723271,0.9538419634145436,0.6055531070956369,0,0.6000000000000001,0.5,0.5,1.0,0,0,0,0.14717740153367745,0.7439250792646857,0,0,0.049999999999999996,0.25,0.0,0.0,0.3088235294117647,0.03981199889411114,0.2678212245554751,0.45856293024513417,0.0
107,Twitter,teresaschmidt,0.22554262346649886,0.23946886446886448,0.21758957654723127,0.18867924528301888,0.5143822542298244,0.5672102247686205,0,0.6000000000000001,0.0,0.5,1.0,0,0,0,0.07826994536011313,0.31121024203155057,0,0,0.1,0.03333333333333333,0.0,0.0,0.4117647058823529,0.03981199889411114,0.2678212245554751,0.5599505663714284,0.0
718,Instagram,terriramirez,0.25610375783386163,0.2197802197802198,0.28403908794788274,0.28301886792452835,0.8391028367327504,0.6478624944909651,1,0.2,0.5,1.0,1.0,0,0,0,0.09575048039322935,0.5714700352144273,0,0,0.25,0.0,0.0,0.0,0.16176470588235295,0.03981199889411114,0.2678212245554751,0.7032770013787053,0.0
417,Instagram,katrinabean,0.1597744815737895,0.07738095238095238,0.11313789359391965,0.08018867924528301,0.03089561686730269,0.17893345085940948,1,0.2,0.0,0.5,1.0,0,0,0,0.14834001866453214,0.05043550664970109,0,0,-0.04791666666666666,-0.1958333333333333,0.0,0.0,0.6176470588235294,0.03981199889411114,0.2678212245554751,0.49793904234831365,0.0
292,YouTube,angelaparrish,0.10634694025697486,0.1891025641025641,0.07079261672095549,0.06289308176100629,0.06408137826518367,0.5592772146319965,1,0.2,0.5,0.5,0.75,0,0,0,0.04979843599994588,0.35717879402380004,0,0,0.675,0.25,0.0,0.25,0.7205882352941176,0.5734033729610174,0.2678212245554751,0.8317639789197282,0.0
754,Twitter,dustinmerritt,0.10583879788032036,0.33974358974358976,0.11878393051031488,0.12735849056603776,0.8669363977078228,0.008373732921992061,0,0.8,1.0,0.0,1.0,0,1,0,0.02607535731070577,0.671753446398738,0,0,0.256547619047619,0.21666666666666667,0.0,0.0,0.6470588235294118,0.03981199889411114,0.2678212245554751,0.8634609318747295,0.0
349,Twitter,bowencaitlin,0.12289786338229244,0.06639194139194139,0.09011943539630834,0.08962264150943396,0.1436764341430259,0.6496253856324373,1,0.4,1.0,0.0,1.0,0,0,0,0.13280241157846293,0.5647425899741114,0,0,-0.06666666666666667,-0.33333333333333326,0.0,0.0,0.4852941176470589,0.03981199889411114,0.2678212245554751,0.30390886810727147,1.0
911,Instagram,jimmiranda,0.10414498995813873,0.12408424908424909,0.07969598262757871,0.08018867924528301,0.24275377989046443,0.12031732040546494,1,0.4,0.5,0.5,0.75,0,1,0,0.07215199820043876,0.5499247117455457,0,0,0.25,0.32499999999999996,0.0,0.25,0.75,0.03981199889411114,0.2678212245554751,0.6950592909200533,0.0
900,Instagram,brandongreen,0.1522491349480969,0.10119047619047619,0.16112920738327904,0.16509433962264153,0.7530533030327236,0.9471132657558395,1,0.8,0.5,0.0,0.75,0,0,0,0.11676241712214568,0.5982451407951535,0,0,0.09,0.0,0.0,0.0,0.5441176470588235,0.9330937240807299,0.5394641564083997,0.8904620394370364,0.0
557,Twitter,tylermyers,0.2516756599801583,0.14148351648351648,0.29120521172638436,0.3349056603773585,0.9306125648605932,0.3865138827677391,1,0.2,1.0,1.0,0.75,0,0,0,0.13902919882187545,0.952828588754268,0,0,-0.2,0.2,0.0,0.0,0.27941176470588236,0.30135471385125795,0.2678212245554751,0.07902981432784406,0.0
368,Twitter,tinabowen,0.18385075132479975,0.2454212454212454,0.20195439739413681,0.2248427672955975,0.803287944637235,0.8929043631555752,1,0.4,1.0,0.5,1.0,0,0,0,0.06301153931975187,0.8428344202499691,0,0,0.4,0.4,0.0,0.2857142857142857,0.5882352941176471,0.03981199889411114,0.2678212245554751,0.17432500523395356,0.0
979,Twitter,phillip49,0.5825731362063541,0.20375457875457875,0.49945711183496205,0.43553459119496857,0.27770664275090406,0.857646540326135,0,0.4,1.0,0.5,0.75,1,0,0,0.22577816492086045,0.2943874007977618,0,0,0.018181818181818174,0.0,0.0,0.0,0.2352941176470588,0.03981199889411114,0.06625633598841418,0.7874414377931542,0.0
443,Instagram,hutchinsonbarry,0.1223655237496068,0.1575091575091575,0.09055374592833876,0.08018867924528301,0.16756838302982424,0.6910533274570295,0,0.4,0.5,0.5,1.0,0,1,0,0.06677359251686496,0.34679965066341745,0,0,0.06666666666666667,0.4,0.0,0.0,0.3088235294117647,0.2184130494885264,0.2604392951967174,0.8360243225927657,0.0
835,Instagram,spencerdenise,0.10225760398770778,0.08424908424908426,0.08034744842562433,0.05817610062893082,0.24845634366486413,0.757602468047598,0,0.4,0.5,0.5,1.0,0,0,0,0.09702199872792998,0.09117694057355674,0,0,0.03409090909090909,0.1875,0.0,0.0,0.5294117647058824,0.03981199889411114,0.2678212245554751,0.8939962138658701,0.0
724,Instagram,wlee,0.26208048007355966,0.21565934065934064,0.2013029315960912,0.2358490566037736,0.15821240934124758,0.3909211106214191,0,0.2,0.5,0.0,0.75,0,0,0,0.09959924820410025,0.9544522976817789,0,0,0.07142857142857142,-0.2,0.0,0.0,0.3382352941176471,0.5891622891899364,0.32422157856625633,0.260237090629156,0.0
935,Facebook,veronicacook,0.25503907856849034,0.184981684981685,0.23865363735070577,0.2531446540880503,0.5124443228305522,0.3909211106214191,0,0.2,0.5,0.5,1.0,0,0,0,0.11163287623374812,0.6897427091316592,0,0,0.16666666666666666,0.0,0.0,0.0,0.2352941176470588,0.3184959911528891,0.07639391745112237,0.8500225945003319,0.0
528,Facebook,adrianbrown,0.147312894717739,0.07738095238095238,0.14896851248642778,0.1729559748427673,0.6747394477293807,0.9030409872190394,0,0.4,0.5,0.5,1.0,0,1,0,0.13857589508586465,0.877435462855362,0,0,-0.08333333333333333,0.0,0.0,0.0,0.10294117647058823,0.03981199889411114,0.18754525706010136,0.58218168574272,0.0
817,Instagram,davidchambers,0.33895516248457425,0.17399267399267399,0.33137893593919654,0.37735849056603776,0.5945888693184813,0.1538122520934332,1,0.4,0.0,0.5,1.0,0,0,0,0.15391036609668227,0.8930817029877669,0,0,0.07500000000000001,0.0,0.0,0.0,0.4558823529411765,0.22007188277578102,0.8128167994207096,0.5796916381229755,0.0
846,Instagram,bbanks,0.10523386647954122,0.15613553113553114,0.10640608034744842,0.08962264150943396,0.6393828944630029,0.07139709122961657,1,0.8,0.5,0.0,1.0,0,0,0,0.059280509384097096,0.2610589254033495,0,0,0.2875,0.0,0.0,0.0,0.27941176470588236,0.03981199889411114,0.2678212245554751,0.9518281902536192,0.0
676,Twitter,dhamilton,0.14898250538388946,0.22252747252747254,0.14332247557003258,0.17138364779874216,0.5727139972927653,0.6540326134861173,0,0.2,0.0,0.0,0.75,0,0,0,0.05714751522370279,0.9630382875358532,0,0,0.0,0.0,0.0,0.0,0.16176470588235295,0.7155100912358308,0.2678212245554751,0.3022571628113113,0.0
668,Facebook,smithjasmine,0.24635226365330168,0.10943223443223443,0.24777415852334422,0.27201257861635225,0.6223308662384517,0.8259144997796387,1,0.2,0.5,0.5,1.0,0,0,0,0.167682626072695,0.8207578710204173,0,0,0.0875,0.0,0.0,0.0,0.32352941176470584,0.03981199889411114,0.2678212245554751,0.20187354565659565,0.0
535,Instagram,rachel92,0.08357732233164758,0.14514652014652016,0.06753528773072748,0.05660377358490566,0.3184141009639323,0.031732040546496254,0,0.8,0.5,0.5,1.0,0,0,0,0.052624013216402615,0.29035598356562553,0,0,-0.004629629629629632,0.0,0.0,0.0,0.27941176470588236,0.03981199889411114,0.2678212245554751,0.7315547450591773,0.0
297,Spotify,ilewis,0.19619135190069445,0.10622710622710624,0.19435396308360478,0.21855345911949686,0.5978094034170247,0.3887174966945791,0,0.6000000000000001,0.5,1.0,1.0,0,0,0,0.14003339651017352,0.8645769225141307,0,0,0.29166666666666663,0.0,0.0,0.0,0.42647058823529416,0.6043682609897706,0.2678212245554751,0.1545712184211756,0.0
699,Facebook,justin45,0.40119050499673337,0.29349816849816845,0.4471226927252986,0.5047169811320755,0.8684478628640686,0.130453944468929,0,0.2,0.5,1.0,0.75,0,1,1,0.11241246113412222,0.9043127664798851,0,0,0.0,0.25,0.5,0.0,0.47058823529411764,0.46143212607132983,0.2678212245554751,0.35240948099007485,0.0
745,YouTube,mross,0.20175672078786264,0.19505494505494506,0.17937024972855592,0.2059748427672956,0.40051770241662,0.16218598501542536,0,0.8,0.5,0.0,1.0,0,0,0,0.08559720468420785,0.9125974169891087,0,0,-0.13333333333333333,0.2833333333333333,0.0,0.3333333333333333,0.5441176470588235,0.01824716615980094,0.27407675597393194,0.07964163051412876,0.0
288,Twitter,jeffreyrose,0.1799791903598132,0.31043956043956045,0.13593919652551575,0.11006289308176102,0.1291490843140941,0.6703393565447334,0,0.2,0.5,0.5,0.75,0,1,0,0.0485055324922998,0.2055506746701472,0,0,0.35,0.0,0.0,0.0,0.19117647058823525,0.03981199889411114,0.2678212245554751,0.7186516186626377,0.0
538,Instagram,travis67,0.04740242456505433,0.30723443223443225,0.03691639522258414,0.034591194968553465,0.3720576602787615,0.5310709563684443,1,0.4,0.5,0.0,0.75,0,1,0,0.01395964528931283,0.4347266185194465,0,0,0.08,0.0,0.0,0.0,0.11764705882352941,0.10229471938070224,0.30231716147719045,0.7149186464525734,0.0
124,Instagram,gina12,0.3538606721997726,0.1195054945054945,0.33811074918566775,0.29088050314465413,0.460239579881917,0.5332745702952842,0,0.2,0.5,0.0,1.0,0,0,0,0.21843816684254172,0.31273449994909996,0,0,0.0,0.0,0.0,0.0,0.3970588235294118,0.0503179430467238,0.8034033309196235,0.19242206279218466,0.0
616,Facebook,davidsantiago,0.058484767827328386,0.046703296703296704,0.036047774158523345,0.033018867924528295,0.12216575113312311,0.7130894667254298,0,0.2,1.0,0.0,1.0,0,1,0,0.09685474336144638,0.40383856083009495,0,0,0.0,0.0,0.0,0.0,0.32352941176470584,0.03981199889411114,0.2678212245554751,0.8246056769714427,0.0
405,Instagram,fbenitez,0.1279792871488373,0.04441391941391942,0.11205211726384365,0.08176100628930817,0.34035925119430055,0.129131776112825,0,0.8,0.5,0.5,1.0,0,0,0,0.17550810490792776,0.10020126305527244,0,0,0.0,0.0,0.0,0.0,0.4411764705882353,0.18330107824163672,0.166908037653874,0.30274670933222336,0.0
267,Instagram,ravila,0.15592711786483412,0.11217948717948717,0.1515743756786102,0.169811320754717,0.5695607218794294,0.6011458792419567,0,0.8,0.5,0.5,1.0,0,0,0,0.1098449986819355,0.8317008392204712,0,0,0.2375,-0.16666666666666666,0.0,0.25,0.5294117647058824,0.5479679292231131,0.2678212245554751,0.21318677375340322,0.0
659,Spotify,alyssa53,0.07331768577443318,0.0879120879120879,0.08447339847991314,0.06132075471698113,0.8277995005265584,0.759806081974438,0,0.6000000000000001,0.5,0.0,1.0,0,0,0,0.07315657293325818,0.09060222402138929,0,0,0.03333333333333335,0.14285714285714285,0.0,0.0,0.1323529411764706,0.03981199889411114,0.2678212245554751,0.858535053329806,0.0
574,Facebook,fitzgeraldmelinda,0.09468386284995281,0.211996336996337,0.07035830618892508,0.05345911949685535,0.18152716999914031,0.8250330542089027,0,0.4,1.0,0.5,1.0,0,0,0,0.040138844550808336,0.177526854189767,0,0,0.225,-0.016666666666666663,0.0,0.0,0.6470588235294118,0.03981199889411114,0.2678212245554751,0.6112285797081094,0.0
900,YouTube,yangcrystal,0.35185229994918577,0.27701465201465203,0.3693811074918567,0.4088050314465409,0.7417378307788194,0.728955486998678,0,0.8,0.0,0.0,0.75,0,0,0,0.10446212216462489,0.8252913667779949,0,0,0.35,-0.14583333333333331,0.0,0.0,0.4411764705882353,0.28504285319325406,0.5394641564083997,0.6153457211702642,0.0
304,Twitter,owinters,0.4744597962591042,0.3131868131868132,0.48099891422366997,0.5314465408805031,0.629165711969289,0.03790215954164833,1,1.0,0.5,0.0,0.75,0,1,0,0.12466577249900286,0.8760912834596637,0,0,0.25,0.16666666666666666,0.0,0.0,0.38235294117647056,0.03981199889411114,0.2678212245554751,0.0747338133146147,0.0
237,Facebook,kirbykimberly,0.18869020253103297,0.10073260073260074,0.1780673181324647,0.13522012578616355,0.4548825751840282,0.46716615249008375,1,0.4,0.5,0.0,1.0,0,0,0,0.14098387053200723,0.10588415499485127,0,0,-0.07916666666666666,0.0,0.0,0.0,0.27941176470588236,0.4218965993917611,0.2678212245554751,0.5064287020572975,0.0
320,YouTube,loganvictoria,0.15234592397222155,0.190018315018315,0.1229098805646037,0.08962264150943396,0.23615391411580888,0.9065667695019833,0,0.4,0.0,0.5,1.0,0,0,0,0.06794147066460082,0.056575153914252496,0,0,-0.060714285714285714,0.0,0.0,0.0,0.32352941176470584,0.03981199889411114,0.2678212245554751,0.8764172497998437,0.0
882,Instagram,vorr,0.4000532339632686,0.15064102564102563,0.3224755700325733,0.3459119496855346,0.1914934452633692,0.4737769942706037,0,0.2,0.5,0.0,1.0,0,0,0,0.20342455185492567,0.778361808908475,0,0,0.03333333333333333,0.0,0.0,0.0,0.3088235294117647,0.03981199889411114,0.0789283128167994,0.20583681988464275,0.0
863,Facebook,halljennifer,0.50197207636654,0.15247252747252749,0.38393051031487513,0.3537735849056604,0.06577086312450042,0.7236668135742618,0,0.4,1.0,0.5,1.0,0,0,0,0.2500699985240444,0.44514692216139307,0,0,0.0066666666666666706,0.0,0.0,0.0,0.42647058823529416,0.09317113630080176,0.4069514844315713,0.2246813242791872,0.0
603,Instagram,wluna,0.22677668352408833,0.17445054945054944,0.16742671009771987,0.1477987421383648,0.092393432755,0.7761128250330543,0,0.2,0.0,0.5,0.75,0,0,0,0.1054809368198698,0.32686498658843877,0,0,0.03333333333333335,-0.25,0.0,0.0,0.3529411764705882,0.28448990876416924,0.12128892107168716,0.8724428203865806,0.0
579,Instagram,lawrencehays,0.180390543712343,0.2486263736263736,0.16568946796959827,0.15094339622641512,0.426086469587317,0.44468929043631555,0,0.2,0.5,0.0,1.0,1,1,0,0.061102291948276335,0.4232785168595339,0,0,0.0,-0.07777777777777778,0.0,0.0,0.4411764705882353,0.03981199889411114,0.2678212245554751,0.2657469902300622,0.0
304,Facebook,nicholsonsandra,0.7903549737459772,0.3360805860805861,0.6844733984799132,0.6745283018867925,0.28428940256467494,0.7606875275451742,1,0.6000000000000001,0.5,1.0,0.75,1,1,0,0.19366375924323231,0.5920958365975981,1,0,0.07500000000000001,0.0,0.0,0.0,0.3970588235294118,0.03981199889411114,0.2678212245554751,0.25466846743809435,0.0
883,Goodreads,jonathantaylor,0.29844895588840226,0.05219780219780221,0.29402823018458196,0.3317610062893082,0.5892587464283701,0.18862935213750553,1,0.0,0.5,0.5,0.75,0,0,0,0.3299646962270809,0.890891185900845,0,0,0.275,0.0,0.0,0.0,0.27941176470588236,0.23527785457561515,0.2678212245554751,0.25835520417734625,0.0
403,Instagram,barry74,0.1678321678321678,0.12225274725274726,0.12182410423452769,0.10220125786163521,0.07227977852172196,0.9374173644777436,1,0.2,0.5,0.5,1.0,0,0,0,0.10916334076211005,0.2839088704562036,0,0,-0.03125,0.1,0.0,0.0,0.17647058823529413,0.03981199889411114,0.2678212245554751,0.41688241652313196,0.0
943,Twitter,ameadows,0.22822851888595833,0.3415750915750916,0.18653637350705754,0.13836477987421386,0.20613976022994063,0.1326575583957691,1,0.2,0.5,0.5,1.0,0,0,1,0.055375056143229406,0.06259456790099693,0,0,0.12,0.0,0.5416666666666666,0.0,0.3529411764705882,0.03981199889411114,0.2678212245554751,0.5929922187433887,0.0
155,Instagram,mitchellronald,0.23960122922060637,0.16895604395604397,0.2755700325732899,0.3207547169811321,0.9814419131103034,0.33979726751873074,1,0.4,1.0,0.5,0.75,0,0,0,0.11415244777591703,0.9043523329830736,0,0,0.0,-0.1,0.0,0.0,0.47058823529411764,0.4639203760022118,0.2678212245554751,0.9555801989325536,0.0
459,Facebook,herreratyler,0.06845403731216879,0.14102564102564102,0.0738327904451683,0.07075471698113207,0.7102980716118064,0.2829440282062583,1,0.6000000000000001,0.5,0.5,1.0,0,0,0,0.046363545684998994,0.5162989291910278,0,0,-0.09999999999999999,0.35,0.0,0.0,0.47058823529411764,0.4467790987005806,0.2678212245554751,0.09236302400421326,0.0
145,Instagram,donna64,0.11036368475814842,0.2129120879120879,0.09489685124864278,0.08333333333333333,0.3453946278377542,0.1084178052005289,0,0.2,0.0,0.5,1.0,0,0,0,0.04565611531636221,0.37744819128723894,0,0,0.3,0.21428571428571427,0.0,0.0,0.47058823529411764,0.2189659939176113,0.15821868211440984,0.18379244569782927,0.0
365,Twitter,katiestewart,0.11699373291068793,0.3159340659340659,0.09598262757871878,0.07389937106918239,0.29249513843290864,0.5434111943587484,0,0.2,0.0,0.5,1.0,0,0,0,0.03134714920642323,0.1522912107622194,0,0,0.03333333333333333,0.0,0.0,0.0,0.11764705882352941,0.4453967376278684,0.12020275162925415,0.8276687664486395,0.0
389,Facebook,meghangibson,0.10189464514724028,0.18864468864468864,0.10857763300760043,0.09748427672955974,0.7236800591300507,0.3098281181137065,0,0.4,0.5,0.5,0.75,0,1,0,0.04812789496777095,0.37362865056963934,0,0,-0.08333333333333327,0.0,0.0,0.0,0.2205882352941176,0.03981199889411114,0.2678212245554751,0.696499606837649,0.0
123,Twitter,cmoss,0.2434243956735306,0.22481684981684982,0.2006514657980456,0.18553459119496857,0.2604286911506837,0.9136183340678713,0,1.0,1.0,1.0,1.0,0,0,0,0.08934407354740105,0.4123083216104726,0,0,0.20833333333333334,0.4166666666666667,0.0,0.0,0.1323529411764706,0.13408902405308268,0.2678212245554751,0.8048107915200384,0.0
314,Twitter,maureen43,0.2542163718634307,0.30723443223443225,0.19348534201954398,0.22955974842767296,0.14803743777518585,0.49272807404142804,0,0.8,0.5,0.5,0.75,1,1,1,0.06868776194107398,0.9822475518170684,1,0,-0.15,0.05,0.3421052631578947,0.0,0.4558823529411765,0.03981199889411114,0.2678212245554751,0.24505167088300372,0.0
536,Twitter,alex60,0.13722263895274275,0.10897435897435898,0.16026058631921825,0.18867924528301888,0.9342957588617453,0.4297047157338034,0,1.0,1.0,0.5,1.0,0,1,0,0.10087497331752375,0.9523835313002296,0,0,-0.016666666666666673,0.0,0.0,0.0,0.14705882352941177,0.03981199889411114,0.2678212245554751,0.15948095928582262,0.0
666,Twitter,sbrown,0.16461393278002273,0.1662087912087912,0.1281216069489685,0.09276729559748427,0.14499226086258288,0.6425738210665491,0,0.4,0.5,1.0,1.0,0,1,0,0.0823781080611047,0.07721024245220631,0,0,0.052000000000000005,0.0,0.0,0.0,0.3529411764705882,0.03981199889411114,0.2678212245554751,0.29715272443489105,0.0
508,Twitch,zimmermanlaura,0.18155201200183899,0.22435897435897437,0.13854505971769815,0.1336477987421384,0.17015205070161388,0.6121639488761569,0,0.2,0.5,0.0,0.75,0,0,0,0.06800663718787182,0.49051426797302855,0,0,0.07857142857142857,-0.12222222222222223,0.0,0.0,0.3382352941176471,0.03981199889411114,0.27461984069514844,0.7548143858987963,0.0
322,YouTube,joshua71,0.25269194473346723,0.053571428571428575,0.2653637350705755,0.30503144654088055,0.7301463990316968,0.4376377258704275,0,0.2,0.5,0.5,1.0,0,0,0,0.2799789175748071,0.9263699600440576,0,0,0.0,0.15,0.0,0.2857142857142857,0.5882352941176471,0.03981199889411114,0.0,0.30070102265547427,0.0
838,Twitter,donnagray,0.16059718827884917,0.3402014652014652,0.13702497285559176,0.15251572327044027,0.3472774492849464,0.06302335830762451,1,0.4,0.5,0.0,0.75,0,0,0,0.03926572412455083,0.8079157608591847,0,0,0.1388888888888889,0.0,0.0,0.0,0.20588235294117643,0.386508155930329,0.33635047067342505,0.2300033110110402,0.0
255,Instagram,joseph47,0.4124422290512256,0.4391025641025641,0.43235613463626493,0.4559748427672956,0.736781128479034,0.7496694579109741,1,0.2,0.0,0.0,1.0,0,0,0,0.07745576973913673,0.7023527380338617,0,0,0.1303030303030303,0.0,0.0,0.0,0.4411764705882353,0.03981199889411114,0.2678212245554751,0.7793932218935604,0.0
171,Instagram,njoseph,0.1914486897185859,0.19734432234432234,0.20564603691639521,0.24056603773584906,0.7758986184358252,0.2776553547818422,1,0.8,0.5,0.0,0.75,0,0,0,0.08068606570250382,0.9534784330394201,0,0,0.125,0.16,0.0,0.0,0.5588235294117647,0.03981199889411114,0.14301230992034758,0.25065320414601966,0.0
186,Twitter,gallegossarah,0.12144602802042248,0.31547619047619047,0.08490770901194353,0.06761006289308176,0.08121846518411835,0.22256500661084178,1,0.6000000000000001,0.5,1.0,1.0,0,0,0,0.032550862939682984,0.2101432869873301,0,0,-0.1,0.10714285714285714,0.0,0.0,0.6176470588235294,0.03981199889411114,0.2678212245554751,0.7472743501200567,0.0
